A0A7H0Y2E7	A0A7H0Y2E7
A0A7H0Y2E7	A0A1Y0IPE1
A0A7H0Y2E7	A0A2Z2KX58
A0A7H0Y2E7	G7VZS9
A0A7H0Y2E7	A0A3S8RZW0
A0A7H0Y2E7	E0RKZ4
A0A7H0Y2E7	A0A075RAN3
A0A7H0Y2E7	A0A6I6UY47
A0A7H0Y2E7	A0A7D4JF71
A0A7H0Y2E7	C3DV05
A0A7H0Y2E7	C3DVK3
I2C5N7	I2C5N7
I2C5N7	A0A075QYE8
I2C5N7	A0A075R1W4
I2C5N7	A0A075R6G0
I2C5N7	A0A075R6V5
I2C5N7	A0A075R948
I2C5N7	A0A075RBX2
I2C5N7	A0A075RCM7
I2C5N7	A0A220MQY1
I2C5N7	A0A2Z4MR52
I2C5N7	A0A383R821
I2C5N7	A0A385T016
I2C5N7	A0A385T342
I2C5N7	A0A385T6Z3
I2C5N7	A0A385T7V4
I2C5N7	A0A518V1Q8
I2C5N7	A0A518V314
I2C5N7	A0A518V353
I2C5N7	A0A518V4B4
I2C5N7	A0A518V4D5
I2C5N7	A0A7T5JMW1
I2C5N7	A0A7T5JNR9
I2C5N7	C0ZJQ0
I2C5N7	A0A075R207
I2C5N7	A0A0X8KJX9
I2C5N7	A0A1X9MGV7
I2C5N7	A0A291BEY5
I2C5N7	A0A6F8TS12
I2C5N7	A0A6H3AJL9
I2C5N7	A0A1B1KZE3
I2C5N7	A0A4P9EVU0
I2C5N7	A0A7D4F9I6
I2C5N7	A7GRV1
I2C5N7	B7HM99
I2C5N7	C2SZM6
I2C5N7	C2XM02
I2C5N7	V5ME49
I2C5N7	A0A7U4KS82
I2C5N7	A0A1C3SD88
I2C5N7	A0A291KLC3
I2C5N7	A0A857HJ64
I2C5N7	A8FAH6
I2C5N7	C3DY65
I2C5N7	E6TQP5
I2C5N7	I2C3P4
I2C5N7	I2C4P6
I2C5N7	Q5LKC1
I2C5N7	A0A1S7FG60
I2C5N7	A0A2S1AHN8
I2C5N7	A0A387A8Y1
I2C5N7	A0A7D4C5X7
I2C5N7	B7JTX9
I2C5N7	C2UMT0
I2C5N7	C2VL16
I2C5N7	C2XDJ3
I2C5N7	C3GC51
I2C5N7	D8HAH8
I2C5N7	J4A2D0
I2C5N7	M1QXW8
I2C5N7	S6FLN1
I2C5N7	A0A1W5ZSE3
I2C5N7	A0A7Z2STY0
I2C5N7	A0A075JST0
I2C5N7	A0A220U740
I2C5N7	A0A221MEF8
I2C5N7	A0A516KJT0
I2C5N7	A0A6P1HFR4
I2C5N7	A0A6P1HNY8
I2C5N7	K0J028
I2C5N7	A0A193D294
I2C5N7	A0A7D3Y9S7
I2C5N7	C3EEB6
I2C5N7	A0A7D4BZ44
I2C5N7	A0A1W6AID9
I2C5N7	V5MLF0
I2C5N7	A0A7T3MNG3
I2C5N7	C2NRY6
I2C5N7	C2X036
I2C5N7	C3DQ44
I2C5N7	Q5WJ47
I2C5N7	A0A0H3E2G4
I2C5N7	A0A167UYA1
I2C5N7	A0A6I7EBT2
I2C5N7	A0A1B1L9H6
I2C5N7	A0A1B1LIA5
I2C5N7	A0A193CZM6
I2C5N7	A0A1W6AHL6
I2C5N7	A0A2B0KN76
I2C5N7	A0A387A675
I2C5N7	A0A5B8PSY4
I2C5N7	A0A679GZ89
I2C5N7	A0A806HXU6
I2C5N7	C2RY88
I2C5N7	C3DEC5
I2C5N7	C3ECN1
I2C5N7	V5MM16
I2C5N7	A0A807MCP9
I2C5N7	A0A7W4QCL5
I2C5N7	D4G1I3
I2C5N7	E0TY01
